Date,DE0 0,DE0 1,DE0 2,DE0 3
2013-03-01 00:00:00,0.0,0.0,0.0,0.0
2013-03-01 01:00:00,0.0,0.0,0.0,0.0
2013-03-01 02:00:00,0.0,0.0,0.0,0.0
2013-03-01 03:00:00,0.0,0.0,0.0,0.0
2013-03-01 04:00:00,0.0,0.0,0.0,0.0
2013-03-01 05:00:00,0.0,0.0,0.0,0.0
2013-03-01 06:00:00,23.0,1.3,1.0,0.0
2013-03-01 07:00:00,200.0,49.9,173.7,25.5
2013-03-01 08:00:00,429.0,192.7,722.7,140.9
2013-03-01 09:00:00,763.0,428.1,1190.4,248.8
2013-03-01 10:00:00,1009.0,597.0,1582.9,368.1
2013-03-01 11:00:00,1277.0,685.3,1922.7,476.8
2013-03-01 12:00:00,1536.0,704.3,2051.5,527.2
2013-03-01 13:00:00,1325.0,635.9,1937.3,480.4
2013-03-01 14:00:00,1289.0,501.5,1506.9,345.1
2013-03-01 15:00:00,674.0,303.2,911.0,215.1
2013-03-01 16:00:00,117.0,88.3,279.8,71.8
2013-03-01 17:00:00,0.0,6.0,4.4,0.9
2013-03-01 18:00:00,0.0,0.0,0.0,0.0
2013-03-01 19:00:00,0.0,0.0,0.0,0.0
2013-03-01 20:00:00,0.0,0.0,0.0,0.0
2013-03-01 21:00:00,0.0,0.0,0.0,0.0
2013-03-01 22:00:00,0.0,0.0,0.0,0.0
2013-03-01 23:00:00,0.0,0.0,0.0,0.0
2013-03-02 00:00:00,0.0,0.0,0.0,0.0
2013-03-02 01:00:00,0.0,0.0,0.0,0.0
2013-03-02 02:00:00,0.0,0.0,0.0,0.0
2013-03-02 03:00:00,0.0,0.0,0.0,0.0
2013-03-02 04:00:00,0.0,0.0,0.0,0.0
2013-03-02 05:00:00,0.0,0.0,0.0,0.0
2013-03-02 06:00:00,18.0,1.8,16.0,0.0
2013-03-02 07:00:00,501.0,115.5,650.5,49.2
2013-03-02 08:00:00,1216.0,502.1,2309.4,209.2
2013-03-02 09:00:00,2273.0,1044.1,4062.3,467.3
2013-03-02 10:00:00,3026.0,1732.2,5448.5,823.0
2013-03-02 11:00:00,3382.0,2294.1,6274.4,1239.8
2013-03-02 12:00:00,3463.0,2692.9,6441.5,1438.5
2013-03-02 13:00:00,3001.0,2613.7,6043.3,1516.9
2013-03-02 14:00:00,2314.0,2183.4,4936.8,1347.5
2013-03-02 15:00:00,1156.0,1494.4,3216.8,925.2
2013-03-02 16:00:00,300.0,511.3,1152.7,372.4
2013-03-02 17:00:00,0.0,17.6,10.1,14.6
2013-03-02 18:00:00,0.0,0.0,0.0,0.0
2013-03-02 19:00:00,0.0,0.0,0.0,0.0
2013-03-02 20:00:00,0.0,0.0,0.0,0.0
2013-03-02 21:00:00,0.0,0.0,0.0,0.0
2013-03-02 22:00:00,0.0,0.0,0.0,0.0
2013-03-02 23:00:00,0.0,0.0,0.0,0.0
2013-03-03 00:00:00,0.0,0.0,0.0,0.0
2013-03-03 01:00:00,0.0,0.0,0.0,0.0
2013-03-03 02:00:00,0.0,0.0,0.0,0.0
2013-03-03 03:00:00,0.0,0.0,0.0,0.0
2013-03-03 04:00:00,0.0,0.0,0.0,0.0
2013-03-03 05:00:00,0.0,0.0,0.0,0.0
2013-03-03 06:00:00,13.0,6.2,27.7,0.0
2013-03-03 07:00:00,220.0,186.7,829.6,214.4
2013-03-03 08:00:00,636.0,716.7,2391.0,713.0
2013-03-03 09:00:00,1045.0,1456.5,3895.0,1238.5
2013-03-03 10:00:00,1502.0,2196.1,5180.5,1801.7
2013-03-03 11:00:00,1683.0,2777.4,5929.3,2368.9
2013-03-03 12:00:00,1937.0,3032.4,6012.1,2652.8
2013-03-03 13:00:00,1757.0,2846.0,5515.9,2540.7
2013-03-03 14:00:00,1342.0,2269.8,4455.9,2110.5
2013-03-03 15:00:00,800.0,1478.6,2917.2,1433.9
2013-03-03 16:00:00,234.0,538.0,1109.9,604.8
2013-03-03 17:00:00,0.0,22.1,16.5,37.8
2013-03-03 18:00:00,0.0,0.1,0.0,0.0
2013-03-03 19:00:00,0.0,0.0,0.0,0.0
2013-03-03 20:00:00,0.0,0.0,0.0,0.0
2013-03-03 21:00:00,0.0,0.0,0.0,0.0
2013-03-03 22:00:00,0.0,0.0,0.0,0.0
2013-03-03 23:00:00,0.0,0.0,0.0,0.0
2013-03-04 00:00:00,0.0,0.0,0.0,0.0
2013-03-04 01:00:00,0.0,0.0,0.0,0.0
2013-03-04 02:00:00,0.0,0.0,0.0,0.0
2013-03-04 03:00:00,0.0,0.0,0.0,0.0
2013-03-04 04:00:00,0.0,0.0,0.0,0.0
2013-03-04 05:00:00,0.0,0.0,0.0,0.0
2013-03-04 06:00:00,51.0,22.5,48.5,0.3
2013-03-04 07:00:00,806.0,341.8,1230.9,357.3
2013-03-04 08:00:00,1959.0,1545.9,3591.0,1175.7
2013-03-04 09:00:00,3354.0,3108.9,5905.4,1951.2
2013-03-04 10:00:00,3939.0,4113.9,7537.2,2531.5
2013-03-04 11:00:00,4317.0,4587.7,8472.0,2881.4
2013-03-04 12:00:00,4125.0,4547.8,8630.3,2952.7
2013-03-04 13:00:00,3267.0,4129.9,7951.1,2730.8
2013-03-04 14:00:00,2535.0,3401.6,6486.8,2283.6
2013-03-04 15:00:00,1371.0,2250.7,4231.6,1570.2
2013-03-04 16:00:00,465.0,846.5,1618.0,684.4
2013-03-04 17:00:00,0.0,48.2,40.5,44.8
2013-03-04 18:00:00,0.0,0.0,0.0,0.0
2013-03-04 19:00:00,0.0,0.0,0.0,0.0
2013-03-04 20:00:00,0.0,0.0,0.0,0.0
2013-03-04 21:00:00,0.0,0.0,0.0,0.0
2013-03-04 22:00:00,0.0,0.0,0.0,0.0
2013-03-04 23:00:00,0.0,0.0,0.0,0.0
2013-03-05 00:00:00,0.0,0.0,0.0,0.0
2013-03-05 01:00:00,0.0,0.0,0.0,0.0
2013-03-05 02:00:00,0.0,0.0,0.0,0.0
2013-03-05 03:00:00,0.0,0.0,0.0,0.0
2013-03-05 04:00:00,0.0,0.0,0.0,0.0
2013-03-05 05:00:00,0.0,0.0,0.0,0.0
2013-03-05 06:00:00,77.0,74.8,80.9,2.3
2013-03-05 07:00:00,837.0,441.6,1578.7,466.2
2013-03-05 08:00:00,2340.0,1642.6,4130.5,1355.8
2013-03-05 09:00:00,3690.0,3273.4,6483.3,2125.1
2013-03-05 10:00:00,4284.0,4166.0,8015.4,2624.2
2013-03-05 11:00:00,4391.0,4605.9,8726.8,2811.4
2013-03-05 12:00:00,4252.0,4479.8,8669.3,2789.9
2013-03-05 13:00:00,3535.0,4011.2,7856.3,2562.7
2013-03-05 14:00:00,2604.0,3067.1,6279.6,1976.8
2013-03-05 15:00:00,1682.0,1847.6,3960.2,1148.3
2013-03-05 16:00:00,484.0,639.5,1347.7,444.9
2013-03-05 17:00:00,0.0,47.1,41.1,35.3
2013-03-05 18:00:00,0.0,0.0,0.0,0.0
2013-03-05 19:00:00,0.0,0.0,0.0,0.0
2013-03-05 20:00:00,0.0,0.0,0.0,0.0
2013-03-05 21:00:00,0.0,0.0,0.0,0.0
2013-03-05 22:00:00,0.0,0.0,0.0,0.0
2013-03-05 23:00:00,0.0,0.0,0.0,0.0
2013-03-06 00:00:00,0.0,0.0,0.0,0.0
2013-03-06 01:00:00,0.0,0.0,0.0,0.0
2013-03-06 02:00:00,0.0,0.0,0.0,0.0
2013-03-06 03:00:00,0.0,0.0,0.0,0.0
2013-03-06 04:00:00,0.0,0.0,0.0,0.0
2013-03-06 05:00:00,0.0,0.0,0.0,0.0
2013-03-06 06:00:00,111.0,54.5,106.0,3.3
2013-03-06 07:00:00,1224.0,481.4,1477.7,358.2
2013-03-06 08:00:00,2400.0,1707.7,3600.2,971.1
2013-03-06 09:00:00,3279.0,2746.0,5348.0,1602.6
2013-03-06 10:00:00,3906.0,3602.0,6522.6,2084.5
2013-03-06 11:00:00,4203.0,3995.3,6903.1,2409.7
2013-03-06 12:00:00,4095.0,3915.5,6822.8,2473.5
